N,P,K,temperature,humidity,ph,rainfall,season_encoded
-1.3696360462351795,-1.07230014965585,-0.67439783510009,0.8207743933877869,0.9221281216197655,0.9544425964299905,0.19933286868488165,1.086150773283409
-1.1257927017330795,2.081280588168496,3.01859637957589,0.7844272878277918,0.42399345218663786,-1.162101253263461,-0.6442607102718223,1.086150773283409
-1.071605291843724,0.5348131109661726,-0.4769115134596632,-0.8841567037790315,-2.190758304089692,-1.1151490668636803,0.6941740725072093,-0.40730653998127836
-0.3400752583374238,-0.46584231545886023,-0.5954033064439193,0.1371378471522685,-0.4624827301053001,-0.22661981807655138,-1.232660153409958,-1.154035196613622
-0.8819493572309794,-1.2542374999149468,-0.792889628084346,-2.5728499609641022,0.9135691584727209,-0.340449738422962,0.28988545789153786,1.086150773283409
1.3397344482325986,-0.2232591817800644,-0.5954033064439193,-0.28253902441723183,0.20487494336238293,-0.04884004427430017,-0.6257626189931218,-1.154035196613622
0.8791414641730764,0.7773962446449685,0.13529608362565965,-0.09259353146837326,0.5330533901738983,-1.1689016719231515,-0.08730153561743699,1.086150773283409
-1.2070738165671129,-1.2239146082050973,-0.7731409959203033,1.7575948931822971,0.8571790646727563,1.702391244339084,0.27051230963846506,1.086150773283409
-0.39426266822677936,2.4148323969768404,2.9593504830837616,-0.019129835926637476,0.5616549747082994,-0.3112516973912264,-0.6240837869825208,1.086150773283409
-1.315448636345824,0.7773962446449685,-0.6546492029360473,-0.8060022404149941,-0.26998379928299904,1.338659501855271,-1.2323500703816346,-0.40730653998127836
-0.5297311929501682,-0.8600399076869035,-0.7138950994281753,-1.4942566057559836,0.833735756526084,0.7069388172878441,0.15134403121075113,1.086150773283409
-0.8006682423969461,-0.071644723230817,-0.6546492029360473,0.7404578680098107,0.7955035813333545,0.27094568900902244,-1.003934153721451,-1.154035196613622
1.8003274322921206,-0.6477796657179571,-0.2794251918192365,0.12961222633844158,-0.8695180137388467,0.373903825180558,0.43154519022788224,1.086150773283409
-1.179980111622435,0.29222997728737676,-0.4769115134596632,-1.196764299655191,-0.3157902305319114,0.45130301454530236,-0.9175746399656367,-0.40730653998127836
1.2042659235092097,-0.4961652071687097,-0.2596765596551938,0.3351890544207115,-0.13740394103387543,-0.1565631056826943,1.61914108332571,1.086150773283409
1.0958911037304986,-0.9813314745263014,-0.4374142491315779,0.14173276892147788,-0.6342260458076217,1.0233558393081,1.6050568159205518,1.086150773283409
1.664858907568732,1.0199793783237643,-0.002944341522639078,0.31226506583315305,0.2657509249707996,-0.3481291097831298,-0.07269243047544634,1.086150773283409
-0.8277619473416239,-0.4051965320391613,-0.6546492029360473,0.7816246198946725,0.7454720158998133,0.9434626109935527,-1.0632092352792784,-1.154035196613622
0.9333288740624319,-1.3452061750444952,0.09579881929757429,0.5115852501141438,0.9607999885981993,-0.028196172277579666,-1.3591025888722488,0.3394221166510653
-0.556824897894846,2.081280588168496,2.9396018509197193,-0.8371981406112804,0.9541711553083561,-1.1582876091903682,0.04873969580592662,1.086150773283409
-0.9903241770096906,2.0509576964586467,3.058093643903975,-3.1390577411881364,0.551058643881328,-0.40166194565018365,-0.5277836153400816,1.086150773283409
1.041703693841143,-1.2845603916247963,-0.02269297368668175,0.8238648444137302,1.0410133103336052,-0.18307586156309152,-1.3758572695235272,0.3394221166510653
1.0958911037304986,0.9290107031942159,0.07605018713353161,0.6976711414360373,0.32474729258416296,-0.10176029883212658,0.2561269624250773,1.086150773283409
-0.2587941435033905,0.2619070855775273,-0.6546492029360473,0.7442342890184767,-0.32942074552427736,1.149571491714525,-0.6956244996823479,-1.154035196613622
-0.5839186028395238,-0.3748736403293118,-0.5361574099517913,1.1610120500700587,-0.38782996249445034,3.1021390926326786,-0.7078887037842063,-1.154035196613622
-0.42135637317145713,0.6257817860957211,-0.5164087777877486,0.21861455954176048,-0.38247253252489893,0.5549844263030068,-1.1027376062020502,-0.40730653998127836
1.3126407432879208,-0.7387483408475056,0.13529608362565965,0.7066615537582412,0.8976528548541793,0.24745956365160013,-1.4010373418594213,0.3394221166510653
-0.9903241770096906,0.17093841044797883,-0.5164087777877486,-0.3533775952690536,-0.16099854787611725,0.3840027060914237,-1.029310798152365,-0.40730653998127836
-0.7193871275629128,-0.7993941242672046,-0.7731409959203033,-1.332796357123239,0.9778222491474083,-0.40367072154739064,0.2899223268867994,1.086150773283409
-1.3696360462351795,0.049646843608580925,-0.45716288129562055,0.5054027026618865,-1.249600628803909,-2.5140922837815234,-1.0497950057168597,-1.154035196613622
-0.6110123077842016,0.6561046778055706,-0.5361574099517913,-0.16632744994770765,-0.940554491298551,-0.5970466858302401,0.19689337987159167,-1.154035196613622
0.9604225790071097,-0.5264880988785592,-0.4769115134596632,0.18441522688851747,0.06335006975790344,-0.8816817978949074,-0.5483083678795313,-1.154035196613622
-0.2317004385587127,0.5954588943858716,-0.45716288129562055,1.6632860489679608,-0.1918634503239967,0.04185945838798705,-0.5501397064561228,-1.154035196613622
-1.1257927017330795,0.7167504612252695,-0.6151519386079619,-1.0849195269091363,-2.112865792711824,-0.8866484144086215,0.04903997846636679,-0.40730653998127836
2.0441707767942208,-0.46584231545886023,-0.4966601456237059,-0.050133566001265666,0.5458968259651554,-0.3783640526467766,-0.27349569623859815,-1.154035196613622
0.31017366033484295,-0.34455074861946233,-0.23992792749115116,-0.5599705736340412,0.47556181947899406,-0.051010338877061134,2.6435944533084315,-1.154035196613622
-0.3400752583374238,0.20126130215782834,-0.5559060421158339,0.8359319045712458,-0.48713663492608233,1.3204801170770661,-1.031180361239455,-0.40730653998127836
1.8274211372367986,-0.9813314745263014,0.056301554969488944,-0.23431736659264316,0.6674798816817296,0.2705290362210397,-0.9988232175538804,0.3394221166510653
2.0441707767942208,-0.2232591817800644,-0.45716288129562055,-0.23264141273623176,0.4589762491993737,0.3721789932666749,-0.7765310890389739,-1.154035196613622
-0.47554378306081274,0.6561046778055706,-0.5361574099517913,1.4677516148984633,-0.11424822988595133,0.28584376668697986,-0.7491164081575497,-1.154035196613622
-1.1257927017330795,0.20126130215782834,-0.4966601456237059,1.255014776730288,-0.6428037624776701,-0.2500456031566143,-0.7135828933338314,-1.154035196613622
-1.1257927017330795,2.5361239638162383,2.998847747411847,-0.8878294270341532,0.8628560305399705,-1.076290792850967,-0.012047034577319045,1.086150773283409
1.0687973987858208,-0.16261339836036545,-0.0621902380147671,-0.30646057599159443,-0.00756334923517568,0.05130096254843954,0.9131776697339783,-1.154035196613622
-0.8006682423969461,-0.7387483408475056,-0.7138950994281753,-0.6544177934517673,0.9289870361026991,-0.03981984808140224,0.25306994433075136,1.086150773283409
-0.6110123077842016,0.807719136354818,-0.6151519386079619,-1.1840098789244828,-2.372553183306178,-0.8530538780753235,0.7406028935767892,-0.40730653998127836
0.25598625044548734,-0.2839049651997634,-0.4966601456237059,-0.16227561696569784,-0.06452346693123612,-0.9652844999774209,-0.48657054336060745,-1.154035196613622
